Variable,Value,AXIAL [m]
y_CO2_FP,0.012266533,0.29
y_CO2_FP,0.012284473,0.295
y_CO2_FP,0.012303459,0.3
y_CO2_FP,0.012324101,0.305
y_CO2_FP,0.012345913,0.31
y_CO2_FP,0.012369541,0.315
y_CO2_FP,0.012394504,0.32
y_CO2_FP,0.012421484,0.325
y_CO2_FP,0.01244998,0.33
y_CO2_FP,0.012480726,0.335
y_CO2_FP,0.012513218,0.34
y_CO2_FP,0.012548263,0.345
y_CO2_FP,0.012585335,0.35
y_CO2_FP,0.012625309,0.355
y_CO2_FP,0.012667652,0.36
y_CO2_FP,0.012713358,0.365
y_CO2_FP,0.012761893,0.37
y_CO2_FP,0.01281436,0.375
y_CO2_FP,0.01287022,0.38
y_CO2_FP,0.012930754,0.385
y_CO2_FP,0.012995474,0.39
y_CO2_FP,0.013065912,0.395
y_CO2_FP,0.013141639,0.4
y_CO2_FP,0.013224524,0.405
y_CO2_FP,0.013314315,0.41
y_CO2_FP,0.013413509,0.415
y_CO2_FP,0.01352233,0.42
y_CO2_FP,0.013644422,0.425
y_CO2_FP,0.013781047,0.43
y_CO2_FP,0.013938133,0.435
y_CO2_FP,0.014119377,0.44
y_CO2_FP,0.01433556,0.445
y_CO2_FP,0.014596058,0.45
y_CO2_FP,0.014923059,0.455
y_CO2_FP,0.015342439,0.46
y_CO2_FP,0.015911903,0.465
y_CO2_FP,0.016714418,0.47
y_CO2_FP,0.01791833,0.475
y_CO2_FP,0.019765195,0.48
y_CO2_FP,0.022694927,0.485
y_CO2_FP,0.027299691,0.49
y_CO2_FP,0.034603175,0.495
y_CO2_FP,0.04592711,0.5
y_CO2_VU,1.0000001,0
y_CO2_VU,1.0000001,0.005
y_CO2_VU,1,0.01
y_CO2_VU,1,0.015
y_CO2_VU,1,0.02
y_CO2_VU,1,0.025
y_CO2_VU,1,0.03
y_CO2_VU,1,0.035
y_CO2_VU,1,0.04
y_CO2_VU,1,0.045
y_CO2_VU,1,0.05
y_CO2_VU,1,0.055
y_CO2_VU,1,0.06
y_CO2_VU,1,0.065
y_CO2_VU,1,0.07
y_CO2_VU,1,0.075
y_CO2_VU,1,0.08
y_CO2_VU,1,0.085
y_CO2_VU,1,0.09
y_CO2_VU,1,0.095
y_CO2_VU,1,0.1
y_CO2_VU,1,0.105
y_CO2_VU,1,0.11
y_CO2_VU,1,0.115
y_CO2_VU,1,0.12
y_CO2_VU,1,0.125
y_CO2_VU,1,0.13
y_CO2_VU,1,0.135
y_CO2_VU,1,0.14
y_CO2_VU,1,0.145
y_CO2_VU,1,0.15
y_CO2_VU,1,0.155
y_CO2_VU,1,0.16
y_CO2_VU,1,0.165
y_CO2_VU,1,0.17
y_CO2_VU,1,0.175
y_CO2_VU,1,0.18
y_CO2_VU,1,0.185
y_CO2_VU,1,0.19
y_CO2_VU,1,0.195
y_CO2_VU,1,0.2
y_CO2_VU,1,0.205
y_CO2_VU,1,0.21
y_CO2_VU,1,0.215
y_CO2_VU,1,0.22
y_CO2_VU,1,0.225
y_CO2_VU,1,0.23
y_CO2_VU,1,0.235
y_CO2_VU,1,0.24
y_CO2_VU,1,0.245
y_CO2_VU,1,0.25
y_CO2_VU,1,0.255
y_CO2_VU,1,0.26
y_CO2_VU,1,0.265
y_CO2_VU,1,0.27
y_CO2_VU,1,0.275
y_CO2_VU,1,0.28
y_CO2_VU,1,0.285
y_CO2_VU,1,0.29
y_CO2_VU,1,0.295
y_CO2_VU,1,0.3
y_CO2_VU,1,0.305
y_CO2_VU,1,0.31
y_CO2_VU,1,0.315
y_CO2_VU,1,0.32
y_CO2_VU,1,0.325
y_CO2_VU,1,0.33
y_CO2_VU,1,0.335
y_CO2_VU,1,0.34
y_CO2_VU,1,0.345
y_CO2_VU,1,0.35
y_CO2_VU,1,0.355
y_CO2_VU,1,0.36
y_CO2_VU,1,0.365
y_CO2_VU,1,0.37
y_CO2_VU,1,0.375
y_CO2_VU,1,0.38
y_CO2_VU,1,0.385
y_CO2_VU,1,0.39
y_CO2_VU,1,0.395
y_CO2_VU,1,0.4
y_CO2_VU,1,0.405
y_CO2_VU,1,0.41
y_CO2_VU,1,0.415
y_CO2_VU,1,0.42
y_CO2_VU,1,0.425
y_CO2_VU,1,0.43
y_CO2_VU,1,0.435
y_CO2_VU,1,0.44
y_CO2_VU,1,0.445
y_CO2_VU,1,0.45
y_CO2_VU,1,0.455
y_CO2_VU,1,0.46
y_CO2_VU,1,0.465
y_CO2_VU,1,0.47
y_CO2_VU,1,0.475
y_CO2_VU,1,0.48
y_CO2_VU,1,0.485
y_CO2_VU,1,0.49
y_CO2_VU,1,0.495
y_CO2_VU,1,0.5
y_H2_AD,0.7,0
y_H2_AD,0.7002891,0.005
y_H2_AD,0.7006137,0.01
y_H2_AD,0.700974,0.015
y_H2_AD,0.7013726,0.02
y_H2_AD,0.7018064,0.025
y_H2_AD,0.7022773,0.03
y_H2_AD,0.7027822,0.035
y_H2_AD,0.70332426,0.04
y_H2_AD,0.70389986,0.045
y_H2_AD,0.70451283,0.05
y_H2_AD,0.70515895,0.055
y_H2_AD,0.7058427,0.06
y_H2_AD,0.70655894,0.065
y_H2_AD,0.707313,0.07
y_H2_AD,0.70809895,0.075
y_H2_AD,0.7089228,0.08
y_H2_AD,0.7097778,0.085
y_H2_AD,0.7106707,0.09
y_H2_AD,0.71159375,0.095
y_H2_AD,0.7125549,0.1
y_H2_AD,0.71354496,0.105
y_H2_AD,0.71457314,0.11
y_H2_AD,0.71562916,0.115
y_H2_AD,0.71672326,0.12
y_H2_AD,0.7178439,0.125
y_H2_AD,0.7190025,0.13
y_H2_AD,0.7201863,0.135
y_H2_AD,0.72140807,0.14
y_H2_AD,0.72265357,0.145
y_H2_AD,0.72393686,0.15
y_H2_AD,0.7252423,0.155
y_H2_AD,0.72658557,0.16
y_H2_AD,0.72794944,0.165
y_H2_AD,0.72935086,0.17
y_H2_AD,0.7307711,0.175
y_H2_AD,0.73222893,0.18
y_H2_AD,0.73370385,0.185
y_H2_AD,0.7352162,0.19
y_H2_AD,0.73674387,0.195
y_H2_AD,0.73830867,0.2
y_H2_AD,0.739887,0.205
y_H2_AD,0.74150246,0.21
y_H2_AD,0.74312973,0.215
y_H2_AD,0.74479365,0.22
y_H2_AD,0.7464675,0.225
y_H2_AD,0.74817795,0.23
y_H2_AD,0.7498967,0.235
y_H2_AD,0.7516519,0.24
y_H2_AD,0.7534132,0.245
y_H2_AD,0.7552108,0.25
y_H2_AD,0.757013,0.255
y_H2_AD,0.7588516,0.26
y_H2_AD,0.76069283,0.265
y_H2_AD,0.7625698,0.27
y_H2_AD,0.764448,0.275
y_H2_AD,0.76636237,0.28
y_H2_AD,0.76827615,0.285
y_H2_AD,0.77022535,0.29
y_H2_AD,0.77217245,0.295
y_H2_AD,0.77415586,0.3
y_H2_AD,0.7761357,0.305
y_H2_AD,0.7781504,0.31
y_H2_AD,0.7801601,0.315
y_H2_AD,0.7822064,0.32
y_H2_AD,0.784247,0.325
y_H2_AD,0.7863213,0.33
y_H2_AD,0.7883879,0.335
y_H2_AD,0.7904918,0.34
y_H2_AD,0.7925889,0.345
y_H2_AD,0.7947182,0.35
y_H2_AD,0.796837,0.355
y_H2_AD,0.79899323,0.36
y_H2_AD,0.8011441,0.365
y_H2_AD,0.80332524,0.37
y_H2_AD,0.80549276,0.375
y_H2_AD,0.8076961,0.38
y_H2_AD,0.8098985,0.385
y_H2_AD,0.8121297,0.39
y_H2_AD,0.8143448,0.395
y_H2_AD,0.81659025,0.4
y_H2_AD,0.81884116,0.405
y_H2_AD,0.82112116,0.41
y_H2_AD,0.8233852,0.415
y_H2_AD,0.82566965,0.42
y_H2_AD,0.82796496,0.425
y_H2_AD,0.8302911,0.43
y_H2_AD,0.83260465,0.435
y_H2_AD,0.8349275,0.44
y_H2_AD,0.83726317,0.445
y_H2_AD,0.8396338,0.45
y_H2_AD,0.8419965,0.455
y_H2_AD,0.8443586,0.46
y_H2_AD,0.8467235,0.465
y_H2_AD,0.8491288,0.47
y_H2_AD,0.8515316,0.475
y_H2_AD,0.8539306,0.48
y_H2_AD,0.8563423,0.485
y_H2_AD,0.8586785,0.49
y_H2_AD,0.86147827,0.495
y_H2_AD,0.86241156,0.5
y_H2_BD,0.010553489,0
y_H2_BD,0.010607721,0.005
y_H2_BD,0.010770416,0.01
y_H2_BD,0.010868308,0.015
y_H2_BD,0.011013811,0.02
y_H2_BD,0.011133174,0.025
y_H2_BD,0.011276128,0.03
y_H2_BD,0.011408124,0.035
y_H2_BD,0.011554563,0.04
y_H2_BD,0.011695955,0.045
y_H2_BD,0.011848502,0.05
y_H2_BD,0.011998244,0.055
y_H2_BD,0.012158232,0.06
y_H2_BD,0.012316166,0.065
y_H2_BD,0.012484371,0.07
y_H2_BD,0.012650759,0.075
y_H2_BD,0.012827808,0.08
y_H2_BD,0.013003106,0.085
y_H2_BD,0.013189636,0.09
y_H2_BD,0.013374412,0.095
y_H2_BD,0.013571078,0.1
y_H2_BD,0.013765981,0.105
y_H2_BD,0.01397351,0.11
y_H2_BD,0.014179268,0.115
y_H2_BD,0.014398466,0.12
y_H2_BD,0.014615883,0.125
y_H2_BD,0.014847612,0.13
y_H2_BD,0.015077561,0.135
y_H2_BD,0.015322767,0.14
y_H2_BD,0.015566181,0.145
y_H2_BD,0.015825864,0.15
y_H2_BD,0.01608373,0.155
y_H2_BD,0.016358932,0.16
y_H2_BD,0.01663227,0.165
y_H2_BD,0.016924074,0.17
y_H2_BD,0.017213948,0.175
y_H2_BD,0.01752349,0.18
y_H2_BD,0.017831037,0.185
y_H2_BD,0.018159559,0.19
y_H2_BD,0.01848604,0.195
y_H2_BD,0.018834936,0.2
y_H2_BD,0.019181777,0.205
y_H2_BD,0.019552605,0.21
y_H2_BD,0.01992139,0.215
y_H2_BD,0.020315874,0.22
y_H2_BD,0.020708317,0.225
y_H2_BD,0.021128297,0.23
y_H2_BD,0.021546239,0.235
y_H2_BD,0.02199369,0.24
y_H2_BD,0.022439096,0.245
y_H2_BD,0.022916144,0.25
y_H2_BD,0.023391142,0.255
y_H2_BD,0.023900092,0.26
y_H2_BD,0.024406994,0.265
y_H2_BD,0.024950339,0.27
y_H2_BD,0.02549165,0.275
y_H2_BD,0.026072094,0.28
y_H2_BD,0.02665051,0.285
y_H2_BD,0.027270967,0.29
y_H2_BD,0.027889395,0.295
y_H2_BD,0.028552987,0.3
y_H2_BD,0.02921453,0.305
y_H2_BD,0.029924583,0.31
y_H2_BD,0.03063254,0.315
y_H2_BD,0.03139258,0.32
y_H2_BD,0.03215042,0.325
y_H2_BD,0.03296412,0.33
y_H2_BD,0.03377544,0.335
y_H2_BD,0.034646578,0.34
y_H2_BD,0.03551502,0.345
y_H2_BD,0.036447372,0.35
y_H2_BD,0.037376504,0.355
y_H2_BD,0.03837367,0.36
y_H2_BD,0.039366804,0.365
y_H2_BD,0.040431995,0.37
y_H2_BD,0.041491877,0.375
y_H2_BD,0.042627495,0.38
y_H2_BD,0.043755867,0.385
y_H2_BD,0.044963006,0.39
y_H2_BD,0.046159986,0.395
y_H2_BD,0.04743758,0.4
y_H2_BD,0.048700668,0.405
y_H2_BD,0.050044306,0.41
y_H2_BD,0.05136709,0.415
y_H2_BD,0.05276746,0.42
y_H2_BD,0.054137792,0.425
y_H2_BD,0.055578377,0.43
y_H2_BD,0.056975823,0.435
y_H2_BD,0.058429964,0.44
y_H2_BD,0.059822753,0.445
y_H2_BD,0.061250307,0.45
y_H2_BD,0.06259199,0.455
y_H2_BD,0.06393583,0.46
y_H2_BD,0.065162264,0.465
y_H2_BD,0.0663458,0.47
y_H2_BD,0.067373626,0.475
y_H2_BD,0.06830084,0.48
y_H2_BD,0.069030836,0.485
y_H2_BD,0.06959539,0.49
y_H2_BD,0.06992848,0.495
y_H2_BD,0.07003951,0.5
y_H2_CD,0.22588035,0
y_H2_CD,0.22602125,0.005
y_H2_CD,0.22644392,0.01
y_H2_CD,0.22713843,0.015
y_H2_CD,0.22809425,0.02
y_H2_CD,0.22930044,0.025
y_H2_CD,0.23074828,0.03
y_H2_CD,0.2324282,0.035
y_H2_CD,0.2343335,0.04
y_H2_CD,0.23645559,0.045
y_H2_CD,0.23878936,0.05
y_H2_CD,0.24132696,0.055
y_H2_CD,0.24406452,0.06
y_H2_CD,0.24699466,0.065
y_H2_CD,0.25011456,0.07
y_H2_CD,0.25341713,0.075
y_H2_CD,0.25690037,0.08
y_H2_CD,0.26055738,0.085
y_H2_CD,0.26438677,0.09
y_H2_CD,0.26838157,0.095
y_H2_CD,0.27254087,0.1
y_H2_CD,0.27685755,0.105
y_H2_CD,0.28133106,0.11
y_H2_CD,0.28595403,0.115
y_H2_CD,0.29072598,0.12
y_H2_CD,0.2956393,0.125
y_H2_CD,0.30069357,0.13
y_H2_CD,0.30588076,0.135
y_H2_CD,0.31120044,0.14
y_H2_CD,0.31664407,0.145
y_H2_CD,0.3222112,0.15
y_H2_CD,0.32789287,0.155
y_H2_CD,0.3336884,0.16
y_H2_CD,0.3395884,0.165
y_H2_CD,0.34559205,0.17
y_H2_CD,0.35168955,0.175
y_H2_CD,0.35787988,0.18
y_H2_CD,0.36415288,0.185
y_H2_CD,0.37050742,0.19
y_H2_CD,0.37693298,0.195
y_H2_CD,0.3834284,0.2
y_H2_CD,0.38998288,0.205
y_H2_CD,0.3965952,0.21
y_H2_CD,0.40325448,0.215
y_H2_CD,0.40995947,0.22
y_H2_CD,0.4166993,0.225
y_H2_CD,0.4234728,0.23
y_H2_CD,0.43026912,0.235
y_H2_CD,0.4370873,0.24
y_H2_CD,0.44391665,0.245
y_H2_CD,0.4507564,0.25
y_H2_CD,0.4575962,0.255
y_H2_CD,0.46443555,0.26
y_H2_CD,0.47126436,0.265
y_H2_CD,0.47808254,0.27
y_H2_CD,0.48488045,0.275
y_H2_CD,0.49165833,0.28
y_H2_CD,0.49840707,0.285
y_H2_CD,0.50512725,0.29
y_H2_CD,0.51181036,0.295
y_H2_CD,0.51845735,0.3
y_H2_CD,0.52506024,0.305
y_H2_CD,0.53162044,0.31
y_H2_CD,0.5381306,0.315
y_H2_CD,0.54459244,0.32
y_H2_CD,0.5509991,0.325
y_H2_CD,0.5573529,0.33
y_H2_CD,0.56364733,0.335
y_H2_CD,0.569885,0.34
y_H2_CD,0.5760601,0.345
y_H2_CD,0.5821754,0.35
y_H2_CD,0.5882254,0.355
y_H2_CD,0.59421325,0.36
y_H2_CD,0.6001337,0.365
y_H2_CD,0.60599,0.37
y_H2_CD,0.611777,0.375
y_H2_CD,0.617498,0.38
y_H2_CD,0.6231477,0.385
y_H2_CD,0.6287293,0.39
y_H2_CD,0.63423693,0.395
y_H2_CD,0.63967323,0.4
y_H2_CD,0.6450316,0.405
y_H2_CD,0.65031344,0.41
y_H2_CD,0.6555105,0.415
y_H2_CD,0.66062236,0.42
y_H2_CD,0.66563815,0.425
y_H2_CD,0.6705543,0.43
y_H2_CD,0.67535573,0.435
y_H2_CD,0.6800341,0.44
y_H2_CD,0.684568,0.445
y_H2_CD,0.68894184,0.45
y_H2_CD,0.6931255,0.455
y_H2_CD,0.6970931,0.46
y_H2_CD,0.7008028,0.465
y_H2_CD,0.7042156,0.47
y_H2_CD,0.70727557,0.475
y_H2_CD,0.70992917,0.48
y_H2_CD,0.7121073,0.485
y_H2_CD,0.7137443,0.49
y_H2_CD,0.7147656,0.495
y_H2_CD,0.715106,0.5
y_H2_FP,0.98150253,0
y_H2_FP,0.98176444,0.005
y_H2_FP,0.9825502,0.01
y_H2_FP,0.9836263,0.015
y_H2_FP,0.98468465,0.02
y_H2_FP,0.9855288,0.025
y_H2_FP,0.98613906,0.03
y_H2_FP,0.9865651,0.035
y_H2_FP,0.98686147,0.04
y_H2_FP,0.9870675,0.045
y_H2_FP,0.98721564,0.05
y_H2_FP,0.9873233,0.055
y_H2_FP,0.9874056,0.06
y_H2_FP,0.9874691,0.065
y_H2_FP,0.9875214,0.07
y_H2_FP,0.98756427,0.075
y_H2_FP,0.98760164,0.08
y_H2_FP,0.9876335,0.085
y_H2_FP,0.9876622,0.09
y_H2_FP,0.987687,0.095
y_H2_FP,0.9877098,0.1
y_H2_FP,0.9877298,0.105
y_H2_FP,0.9877484,0.11
y_H2_FP,0.9877648,0.115
y_H2_FP,0.98778015,0.12
y_H2_FP,0.9877936,0.125
y_H2_FP,0.9878063,0.13
y_H2_FP,0.98781735,0.135
y_H2_FP,0.98782766,0.14
y_H2_FP,0.9878366,0.145
y_H2_FP,0.98784494,0.15
y_H2_FP,0.987852,0.155
y_H2_FP,0.9878585,0.16
y_H2_FP,0.9878637,0.165
y_H2_FP,0.98786855,0.17
y_H2_FP,0.9878722,0.175
y_H2_FP,0.98787534,0.18
y_H2_FP,0.9878774,0.185
y_H2_FP,0.987879,0.19
y_H2_FP,0.9878795,0.195
y_H2_FP,0.9878796,0.2
y_H2_FP,0.9878786,0.205
y_H2_FP,0.9878771,0.21
y_H2_FP,0.98787457,0.215
y_H2_FP,0.98787147,0.22
y_H2_FP,0.98786736,0.225
y_H2_FP,0.9878627,0.23
y_H2_FP,0.987857,0.235
y_H2_FP,0.9878506,0.24
y_H2_FP,0.98784316,0.245
y_H2_FP,0.98783505,0.25
y_H2_FP,0.9878258,0.255
y_H2_FP,0.98781586,0.26
y_H2_FP,0.98780465,0.265
y_H2_FP,0.98779273,0.27
y_H2_FP,0.9877795,0.275
y_H2_FP,0.9877654,0.28
y_H2_FP,0.9877499,0.285
y_H2_FP,0.9877335,0.29
y_H2_FP,0.98771554,0.295
y_H2_FP,0.9876965,0.3
y_H2_FP,0.9876759,0.305
y_H2_FP,0.9876541,0.31
y_H2_FP,0.9876305,0.315
y_H2_FP,0.9876055,0.32
y_H2_FP,0.9875785,0.325
y_H2_FP,0.98755,0.33
y_H2_FP,0.98751926,0.335
y_H2_FP,0.9874868,0.34
y_H2_FP,0.98745173,0.345
y_H2_FP,0.98741466,0.35
y_H2_FP,0.98737466,0.355
y_H2_FP,0.98733234,0.36
y_H2_FP,0.9872866,0.365
y_H2_FP,0.9872381,0.37
y_H2_FP,0.98718566,0.375
y_H2_FP,0.9871298,0.38
y_H2_FP,0.98706925,0.385
y_H2_FP,0.9870045,0.39
y_H2_FP,0.98693407,0.395
y_H2_FP,0.98685837,0.4
y_H2_FP,0.98677546,0.405
y_H2_FP,0.9866857,0.41
y_H2_FP,0.9865865,0.415
y_H2_FP,0.9864777,0.42
y_H2_FP,0.9863556,0.425
y_H2_FP,0.9862189,0.43
y_H2_FP,0.9860619,0.435
y_H2_FP,0.9858806,0.44
y_H2_FP,0.9856644,0.445
y_H2_FP,0.98540395,0.45
y_H2_FP,0.98507696,0.455
y_H2_FP,0.9846576,0.46
y_H2_FP,0.9840881,0.465
y_H2_FP,0.9832856,0.47
y_H2_FP,0.98208165,0.475
y_H2_FP,0.9802348,0.48
y_H2_FP,0.97730505,0.485
y_H2_FP,0.9727003,0.49
y_H2_FP,0.9653968,0.495
y_H2_FP,0.9540729,0.5
y_H2_VU,-1.28E-07,0
y_H2_VU,-1.04E-07,0.005
y_H2_VU,-3.14E-08,0.01
y_H2_VU,-4.13E-09,0.015
y_H2_VU,2.92E-10,0.02
y_H2_VU,-1.35E-08,0.025
y_H2_VU,1.86E-09,0.03
y_H2_VU,-1.53E-08,0.035
y_H2_VU,-6.39E-10,0.04
y_H2_VU,-1.38E-08,0.045
y_H2_VU,-4.20E-09,0.05
y_H2_VU,-9.62E-09,0.055
y_H2_VU,-1.18E-08,0.06
y_H2_VU,-7.63E-10,0.065
y_H2_VU,-1.94E-08,0.07
y_H2_VU,5.17E-09,0.075
y_H2_VU,-2.09E-08,0.08
y_H2_VU,6.56E-09,0.085
y_H2_VU,-1.93E-08,0.09
y_H2_VU,6.93E-09,0.095
y_H2_VU,-1.69E-08,0.1
y_H2_VU,5.31E-09,0.105
y_H2_VU,-1.16E-08,0.11
y_H2_VU,-6.97E-11,0.115
y_H2_VU,-3.99E-09,0.12
y_H2_VU,-6.53E-09,0.125
y_H2_VU,2.12E-09,0.13
y_H2_VU,-1.04E-08,0.135
y_H2_VU,4.55E-09,0.14
y_H2_VU,-1.09E-08,0.145
y_H2_VU,4.02E-09,0.15
y_H2_VU,-9.11E-09,0.155
y_H2_VU,2.04E-09,0.16
y_H2_VU,-6.28E-09,0.165
y_H2_VU,-7.05E-11,0.17
y_H2_VU,-3.59E-09,0.175
y_H2_VU,-1.35E-09,0.18
y_H2_VU,-1.80E-09,0.185
y_H2_VU,-1.55E-09,0.19
y_H2_VU,-9.49E-10,0.195
y_H2_VU,-1.09E-09,0.2
y_H2_VU,-5.51E-10,0.205
y_H2_VU,-5.35E-10,0.21
y_H2_VU,-2.13E-10,0.215
y_H2_VU,-1.48E-10,0.22
y_H2_VU,1.39E-10,0.225
y_H2_VU,1.15E-10,0.23
y_H2_VU,4.06E-10,0.235
y_H2_VU,3.47E-10,0.24
y_H2_VU,5.33E-10,0.245
y_H2_VU,5.33E-10,0.25
y_H2_VU,5.70E-10,0.255
y_H2_VU,6.11E-10,0.26
y_H2_VU,5.75E-10,0.265
y_H2_VU,5.76E-10,0.27
y_H2_VU,5.47E-10,0.275
y_H2_VU,4.92E-10,0.28
y_H2_VU,4.66E-10,0.285
y_H2_VU,4.01E-10,0.29
y_H2_VU,3.52E-10,0.295
y_H2_VU,3.03E-10,0.3
y_H2_VU,2.41E-10,0.305
y_H2_VU,1.99E-10,0.31
y_H2_VU,1.48E-10,0.315
y_H2_VU,1.06E-10,0.32
y_H2_VU,7.36E-11,0.325
y_H2_VU,3.91E-11,0.33
y_H2_VU,2.12E-11,0.335
y_H2_VU,-2.08E-12,0.34
y_H2_VU,-9.27E-12,0.345
y_H2_VU,-2.07E-11,0.35
y_H2_VU,-2.23E-11,0.355
y_H2_VU,-2.29E-11,0.36
y_H2_VU,-2.26E-11,0.365
y_H2_VU,-1.74E-11,0.37
y_H2_VU,-1.50E-11,0.375
y_H2_VU,-1.01E-11,0.38
y_H2_VU,-6.13E-12,0.385
y_H2_VU,-3.13E-12,0.39
y_H2_VU,-3.11E-13,0.395
y_H2_VU,2.00E-12,0.4
y_H2_VU,2.52E-12,0.405
y_H2_VU,3.98E-12,0.41
y_H2_VU,3.92E-12,0.415
y_H2_VU,3.64E-12,0.42
y_H2_VU,4.01E-12,0.425
y_H2_VU,3.21E-12,0.43
y_H2_VU,2.92E-12,0.435
y_H2_VU,2.94E-12,0.44
y_H2_VU,2.32E-12,0.445
y_H2_VU,2.14E-12,0.45
y_H2_VU,2.18E-12,0.455
y_H2_VU,1.88E-12,0.46
y_H2_VU,1.66E-12,0.465
y_H2_VU,1.59E-12,0.47
y_H2_VU,1.53E-12,0.475
y_H2_VU,1.45E-12,0.48
y_H2_VU,1.39E-12,0.485
y_H2_VU,1.35E-12,0.49
y_H2_VU,1.33E-12,0.495
y_H2_VU,1.33E-12,0.5
