Cycle,tAD,H2Purity,H2Puritysp
504.0,113.63031164,92.9993,93.0
505.0,113.60724067,93.0001,93.0
506.0,113.58793778,93.0008,93.0
507.0,113.56899123,93.0015,93.0
508.0,113.55172256,93.002,93.0
509.0,113.55172256,93.0009,93.0
510.0,113.53222255,93.0014,93.0
511.0,113.51492469,93.0019,93.0
512.0,113.49804613,93.0025,93.0
513.0,113.49804613,93.0013,93.0
514.0,113.49804613,92.9999,93.0
515.0,113.47572775,93.0001,93.0
516.0,113.45610984,93.0002,93.0
517.0,113.4358853,93.0004,97.0
518.0,102.85658243,94.018,97.0
519.0,99.168985086,94.5344,97.0
520.0,94.150602778,95.1036,97.0
521.0,91.133976208,95.488,97.0
522.0,88.342519546,95.8198,97.0
523.0,86.328898163,96.0666,97.0
524.0,84.656523181,96.2651,97.0
525.0,83.369203134,96.4178,97.0
526.0,82.330332139,96.5388,97.0
527.0,81.510629059,96.6335,97.0
528.0,80.852627215,96.709,97.0
529.0,80.32864268,96.7684,97.0
530.0,79.907501179,96.8161,97.0
531.0,79.570835652,96.8529,97.0
532.0,79.297277727,96.8823,97.0
533.0,79.075929458,96.9059,97.0
534.0,78.895799697,96.9262,97.0
535.0,78.895799697,96.9287,97.0
536.0,78.759257223,96.9399,97.0
537.0,78.634764829,96.9517,97.0
538.0,78.536410349,96.9617,97.0
539.0,78.454072274,96.9695,97.0
540.0,78.385845051,96.9758,97.0
541.0,78.328496227,96.9808,97.0
542.0,78.280047096,96.9847,97.0
543.0,78.280047096,96.9843,97.0
544.0,78.237465184,96.9874,97.0
545.0,78.200462161,96.9904,97.0
546.0,78.16895876,96.9929,97.0
547.0,78.142031788,96.9948,97.0
548.0,78.11822027,96.9964,97.0
549.0,78.097448804,96.9972,97.0
550.0,78.077548794,96.9983,97.0
551.0,78.06018568,96.9993,97.0
552.0,78.044443439,97.0,93.0
553.0,88.589557258,96.0162,93.0
554.0,92.331559388,95.4898,93.0
555.0,97.343187693,94.9143,93.0
556.0,100.35863864,94.5262,93.0
557.0,103.13833216,94.1922,93.0
558.0,105.13857125,93.9441,93.0
559.0,106.79482192,93.7438,93.0
560.0,108.06241801,93.5887,93.0
561.0,109.07661397,93.4655,93.0
562.0,109.8679651,93.3689,93.0
563.0,110.49398937,93.2925,93.0
564.0,110.98507298,93.2323,93.0
565.0,111.371568,93.1845,93.0
566.0,111.371568,93.1756,93.0
567.0,111.371568,93.173,93.0
568.0,111.64367099,93.1448,93.0
569.0,111.88728761,93.1156,93.0
570.0,112.06555288,93.0928,93.0
571.0,112.20978329,93.0736,93.0
572.0,112.31700134,93.0586,93.0
573.0,112.3996487,93.0466,93.0
574.0,112.46056302,93.0372,93.0
575.0,112.50535175,93.0298,93.0
576.0,112.5369913,93.0239,93.0
577.0,112.55850487,93.0191,93.0
578.0,112.57149822,93.0151,93.0
579.0,112.57734617,93.012,93.0
580.0,112.57784415,93.0099,93.0
581.0,112.57784415,93.008,93.0
582.0,112.56992467,93.0068,93.0
583.0,112.56992467,93.0051,93.0
584.0,112.55773445,93.0044,93.0
585.0,112.55773445,93.0025,93.0
586.0,112.55773445,93.0004,93.0
587.0,112.53490683,92.9999,93.0
588.0,112.51502464,92.9994,93.0
589.0,112.49266413,92.9993,93.0
590.0,112.47101036,92.9992,93.0
591.0,112.47101036,92.9971,93.0
592.0,112.44324411,92.9973,93.0
593.0,112.41864582,92.9978,93.0
594.0,112.39395941,92.9983,93.0
595.0,112.39395941,92.9965,93.0
596.0,112.3658707,92.997,93.0
597.0,112.3658707,92.9951,93.0
598.0,112.3354503,92.9957,93.0
599.0,112.30752313,92.9966,93.0
600.0,112.28102856,92.997,93.0
601.0,112.28102856,92.9949,93.0
602.0,112.24945997,92.9955,93.0
603.0,112.24945997,92.9937,93.0
604.0,112.21670755,92.9947,93.0
605.0,112.18698381,92.9959,93.0
606.0,112.15938206,92.9969,93.0
607.0,112.15938206,92.9952,93.0
608.0,112.12907006,92.996,93.0
609.0,112.10194951,92.997,93.0
610.0,112.10194951,92.9952,93.0
611.0,112.07148165,92.9963,93.0
612.0,112.04520797,92.9974,93.0
613.0,112.02020861,92.9983,93.0
614.0,112.02020861,92.9966,94.0
615.0,109.35275522,93.2507,94.0
616.0,108.40846168,93.3791,94.0
617.0,107.12947192,93.5202,94.0
618.0,106.34873517,93.6158,94.0
619.0,105.62372751,93.6991,94.0
620.0,105.09426216,93.7616,94.0
621.0,104.65145234,93.8123,94.0
622.0,104.30754789,93.8517,94.0
623.0,104.30754789,93.8558,94.0
624.0,104.03884585,93.8808,94.0
625.0,103.80573764,93.9058,94.0
626.0,103.62417006,93.9256,94.0
627.0,103.47423363,93.9414,94.0
628.0,103.35321584,93.9538,94.0
629.0,103.35321584,93.9538,94.0
630.0,103.35321584,93.9518,94.0
631.0,103.24800122,93.9599,94.0
632.0,103.15785359,93.9681,94.0
633.0,103.15785359,93.9676,94.0
634.0,103.15785359,93.9657,94.0
635.0,103.15785359,93.9637,94.0
636.0,103.07160293,93.9701,94.0
637.0,103.00069381,93.9763,94.0
638.0,102.94001064,93.9815,94.0
639.0,102.88891392,93.9856,94.0
640.0,102.84478561,93.9888,94.0
641.0,102.80629119,93.9914,94.0
642.0,102.80629119,93.9902,94.0
643.0,102.76922846,93.992,94.0
644.0,102.73633944,93.9938,94.0
645.0,102.70649429,93.9954,96.0
646.0,97.400825069,94.5134,96.0
647.0,95.562785305,94.7756,96.0
648.0,93.061261762,95.0612,96.0
649.0,91.56276068,95.2542,96.0
650.0,90.177721417,95.4203,96.0
651.0,89.181806927,95.5439,96.0
652.0,88.356901252,95.6441,96.0
653.0,87.726824175,95.7216,96.0
654.0,87.222979996,95.7824,96.0
655.0,86.828778067,95.8302,96.0
656.0,86.516563225,95.868,96.0
657.0,86.271164015,95.8977,96.0
658.0,86.07722724,95.921,96.0
659.0,85.9240357,95.9392,96.0
660.0,85.802472851,95.9537,96.0
661.0,85.706433698,95.9652,96.0
662.0,85.706433698,95.967,96.0
663.0,85.634871382,95.9739,96.0
664.0,85.572013075,95.9809,96.0
665.0,85.524074737,95.9865,96.0
666.0,85.484951123,95.991,96.0
667.0,85.484951123,95.9914,96.0
668.0,85.484951123,95.9912,96.0
669.0,85.454642632,95.9939,96.0
670.0,85.427890493,95.9967,96.0
671.0,85.427890493,95.9969,96.0
672.0,85.40765166,95.9986,96.0
673.0,85.38930787,96.0004,96.0
674.0,85.38930787,96.0004,96.0
675.0,85.38930787,96.0002,96.0
676.0,85.374407191,96.0013,96.0
677.0,85.361024218,96.0026,96.0
678.0,85.361024218,96.0025,96.0
679.0,85.350143596,96.0033,96.0
680.0,85.340408815,96.0041,96.0
681.0,85.340408815,96.004,97.0
682.0,82.69213933,96.2565,97.0
683.0,81.761278218,96.3859,97.0
684.0,80.500704887,96.5242,97.0
685.0,79.729031579,96.6181,97.0
686.0,79.729031579,96.6332,97.0
687.0,79.052122988,96.6973,97.0
688.0,78.504624958,96.7568,97.0
689.0,78.062362437,96.8057,97.0
690.0,77.706791427,96.8446,97.0
691.0,77.419003488,96.8754,97.0
692.0,77.185201565,96.9015,97.0
693.0,77.185201565,96.9053,97.0
694.0,77.185201565,96.9049,97.0
695.0,77.007501014,96.9195,97.0
696.0,76.845816271,96.9351,97.0
697.0,76.7187259,96.9477,97.0
698.0,76.7187259,96.9486,97.0
699.0,76.613453589,96.9571,97.0
700.0,76.521802848,96.9656,97.0
701.0,76.521802848,96.9661,97.0
702.0,76.448404562,96.9717,97.0
703.0,76.448404562,96.9718,97.0
704.0,76.382739754,96.9766,97.0
705.0,76.326619959,96.9814,97.0
706.0,76.279320497,96.9854,97.0
707.0,76.279320497,96.9852,97.0
708.0,76.238501307,96.9878,97.0
709.0,76.201927947,96.9906,97.0
710.0,76.201927947,96.9902,97.0
711.0,76.169993188,96.9921,97.0
712.0,76.141199081,96.994,97.0
713.0,76.116169133,96.9957,97.0
714.0,76.116169133,96.9952,97.0
715.0,76.09278588,96.9963,97.0
716.0,76.071681228,96.9975,97.0
717.0,76.052783371,96.9985,97.0
718.0,76.035646928,96.9993,97.0
719.0,76.019841412,97.0,97.0
720.0,76.019841412,96.9994,93.0
721.0,86.563489374,96.0184,93.0
722.0,90.311987828,95.4879,93.0
723.0,95.31625854,94.9091,93.0
724.0,98.32155977,94.5192,93.0
725.0,101.08694081,94.1849,93.0
726.0,103.07374942,93.9364,93.0
727.0,104.71518479,93.7358,93.0
728.0,105.96772435,93.581,93.0
729.0,106.96772168,93.4586,93.0
730.0,106.96772168,93.4386,93.0
731.0,107.69359842,93.3636,93.0
732.0,108.33190365,93.2884,93.0
733.0,108.33190365,93.2751,93.0
734.0,108.33190365,93.2715,93.0
735.0,108.76303837,93.2279,93.0
736.0,108.76303837,93.2196,93.0
737.0,108.76303837,93.2167,93.0
738.0,108.76303837,93.2147,93.0
739.0,108.76303837,93.2126,93.0
740.0,109.12145723,93.176,93.0
741.0,109.12145723,93.1687,93.0
742.0,109.39381137,93.1395,93.0
743.0,109.62361464,93.111,93.0
744.0,109.79543745,93.0883,93.0
745.0,109.93057502,93.0701,93.0
746.0,110.03243431,93.056,93.0
747.0,110.03243431,93.0524,93.0
748.0,110.10101417,93.0438,93.0
749.0,110.16029547,93.0345,93.0
750.0,110.16029547,93.031,93.0
751.0,110.18961137,93.0257,93.0
752.0,110.21662893,93.0204,93.0
753.0,110.21662893,93.018,93.0
754.0,110.22465685,93.0152,93.0
755.0,110.22465685,93.013,93.0
756.0,110.22702932,93.0106,93.0
757.0,110.22539432,93.0085,93.0
758.0,110.22539432,93.0064,93.0
759.0,110.21428265,93.0054,96.0
760.0,102.2845819,93.7708,96.0
761.0,99.529311591,94.1595,96.0
762.0,95.777307378,94.5876,96.0
763.0,93.529771322,94.875,96.0
764.0,91.446918722,95.1247,96.0
765.0,89.951338135,95.3117,96.0
766.0,88.715136597,95.4631,96.0
767.0,87.772968125,95.5795,96.0
768.0,87.020073207,95.6718,96.0
769.0,86.434313891,95.7436,96.0
770.0,85.970814483,95.8002,96.0
771.0,85.970814483,95.8092,96.0
772.0,85.6311679,95.8435,96.0
773.0,85.332265805,95.8781,96.0
774.0,85.332265805,95.8836,96.0
775.0,85.332265805,95.8839,96.0
776.0,85.123281128,95.9037,96.0
777.0,84.930740196,95.9251,96.0
778.0,84.787665934,95.9423,96.0
779.0,84.787665934,95.9449,96.0
780.0,84.677126536,95.9557,96.0
781.0,84.677126536,95.9572,96.0
782.0,84.585912276,95.9659,96.0
783.0,84.50990833,95.9744,96.0
784.0,84.50990833,95.9755,96.0
785.0,84.50990833,95.975,96.0
786.0,84.451697344,95.9799,96.0
787.0,84.399296782,95.9851,96.0
788.0,84.358248238,95.9893,96.0
789.0,84.323748802,95.9926,94.0
790.0,89.575141989,95.4797,94.0
791.0,91.367342709,95.2179,94.0
792.0,93.820686806,94.9336,94.0
793.0,95.275338101,94.743,94.0
794.0,96.621154664,94.5777,94.0
795.0,97.578115747,94.4551,94.0
796.0,98.36656147,94.3568,94.0
797.0,98.964158329,94.2814,94.0
798.0,98.964158329,94.268,94.0
799.0,98.964158329,94.2645,94.0
800.0,99.394777968,94.2202,94.0
801.0,99.394777968,94.2114,94.0
802.0,99.752292085,94.1733,94.0
803.0,100.03912957,94.1374,94.0
804.0,100.25960309,94.1087,94.0
805.0,100.43106518,94.0856,94.0
806.0,100.43106518,94.0808,94.0
807.0,100.43106518,94.0788,94.0
808.0,100.43106518,94.0772,94.0
809.0,100.53908135,94.0648,94.0
810.0,100.63981538,94.0514,94.0
811.0,100.63981538,94.0478,94.0
812.0,100.63981538,94.0458,94.0
813.0,100.69363899,94.0387,94.0
814.0,100.74733157,94.0305,94.0
815.0,100.7796395,94.0243,94.0
816.0,100.80407463,94.0193,94.0
817.0,100.81852607,94.0158,94.0
818.0,100.82778418,94.013,94.0
819.0,100.8316984,94.0108,94.0
820.0,100.8316984,94.0092,94.0
821.0,100.82773816,94.0081,94.0
822.0,100.82773816,94.0066,95.0
823.0,98.180174928,94.2651,95.0
824.0,98.180174928,94.3046,95.0
825.0,97.372121536,94.3876,95.0
826.0,96.063329728,94.5281,95.0
827.0,95.316771598,94.6221,95.0
828.0,95.316771598,94.6348,95.0
829.0,94.630516081,94.7025,95.0
830.0,94.096496906,94.7643,95.0
831.0,94.096496906,94.7718,95.0
832.0,93.684678411,94.812,95.0
833.0,93.684678411,94.8176,95.0
834.0,93.344505782,94.8512,95.0
835.0,93.064107991,94.8834,95.0
836.0,93.064107991,94.8877,95.0
837.0,92.855977452,94.9082,95.0
838.0,92.672949599,94.9289,95.0
839.0,92.534255294,94.9452,95.0
840.0,92.420850445,94.9583,95.0
841.0,92.420850445,94.9604,95.0
842.0,92.337332383,94.9689,95.0
843.0,92.337332383,94.9698,95.0
844.0,92.266637288,94.9766,95.0
845.0,92.208519371,94.983,95.0
846.0,92.162397445,94.9882,95.0
847.0,92.125155836,94.9922,95.0
848.0,92.094888584,94.9954,95.0
849.0,92.070252287,94.9979,95.0
850.0,92.070252287,94.9979,95.0
851.0,92.070252287,94.9975,95.0
852.0,92.048938321,94.9991,95.0
853.0,92.030445935,95.0008,95.0
854.0,92.030445935,95.0006,95.0
855.0,92.030445935,95.0002,95.0
856.0,92.013722335,95.0014,95.0
857.0,91.999450389,95.0025,95.0
858.0,91.987111229,95.0035,95.0
859.0,91.987111229,95.0033,95.0
860.0,91.976105459,95.004,95.0
861.0,91.966397724,95.0046,95.0
862.0,91.966397724,95.0044,95.0
863.0,91.95722681,95.0049,95.0
864.0,91.94916454,95.0054,95.0
865.0,91.94200604,95.0059,95.0
866.0,91.935916811,95.0062,95.0
867.0,91.930045409,95.0065,95.0
868.0,91.924872274,95.0067,95.0
869.0,91.919936212,95.0068,95.0
870.0,91.915169226,95.007,95.0
871.0,91.910842551,95.0071,95.0
872.0,91.910842551,95.0068,95.0
873.0,91.905810307,95.0069,95.0
874.0,91.901312863,95.007,95.0
875.0,91.896890715,95.0071,95.0
876.0,91.892711686,95.0072,95.0
877.0,91.892711686,95.0068,95.0
878.0,91.887629831,95.0068,95.0
879.0,91.882927704,95.0069,95.0
880.0,91.882927704,95.0063,95.0
881.0,91.882927704,95.0055,95.0
882.0,91.874619168,95.0055,95.0
883.0,91.867752473,95.0056,95.0
884.0,91.860566165,95.0056,95.0
885.0,91.853568596,95.0057,95.0
886.0,91.846711491,95.0057,95.0
887.0,91.846711491,95.0051,95.0
888.0,91.838207656,95.0051,95.0
889.0,91.830425785,95.0053,95.0
890.0,91.830425785,95.0047,95.0
891.0,91.821240076,95.0049,95.0
892.0,91.813088542,95.0051,95.0
893.0,91.805113221,95.0056,95.0
894.0,91.805113221,95.0055,95.0
895.0,91.798142047,95.0058,95.0
896.0,91.798142047,95.0056,95.0
897.0,91.791005257,95.006,95.0
898.0,91.785016697,95.0065,95.0
899.0,91.779863212,95.0067,95.0
900.0,91.774788106,95.007,95.0
901.0,91.774788106,95.0068,95.0
902.0,91.770033805,95.0069,95.0
903.0,91.765392111,95.0071,95.0
904.0,91.761258872,95.0073,95.0
905.0,91.757456547,95.0074,95.0
906.0,91.753777519,95.0075,95.0
907.0,91.753777519,95.0073,95.0
908.0,91.753777519,95.007,95.0
909.0,91.753777519,95.0067,95.0
910.0,91.748180438,95.0069,95.0
911.0,91.743923294,95.0071,95.0
912.0,91.739555986,95.0073,95.0
913.0,91.735832172,95.0075,95.0
914.0,91.732376443,95.0076,95.0
915.0,91.729013224,95.0077,95.0
916.0,91.725953698,95.0078,95.0
917.0,91.722952215,95.0079,95.0
918.0,91.720261931,95.0079,95.0
919.0,91.720261931,95.0077,95.0
920.0,91.720261931,95.0074,95.0
921.0,91.716104851,95.0076,95.0
922.0,91.713057741,95.0077,95.0
923.0,91.713057741,95.0074,95.0
924.0,91.709037855,95.0076,95.0
925.0,91.709037855,95.0074,95.0
926.0,91.709037855,95.0071,95.0
927.0,91.709037855,95.0069,95.0
928.0,91.704037163,95.0071,95.0
929.0,91.700023249,95.0074,95.0
930.0,91.700023249,95.0072,95.0
931.0,91.700023249,95.007,95.0
932.0,91.700023249,95.0068,95.0
933.0,91.694816005,95.007,95.0
934.0,91.694816005,95.0069,95.0
935.0,91.694816005,95.0067,95.0
936.0,91.689827963,95.0069,95.0
937.0,91.685050384,95.0073,95.0
938.0,91.685050384,95.0071,95.0
939.0,91.680856608,95.0073,95.0
940.0,91.677012834,95.0075,95.0
941.0,91.673597663,95.0077,95.0
942.0,91.670514954,95.0079,95.0
943.0,91.667840602,95.008,95.0
944.0,91.667840602,95.008,95.0
945.0,91.667840602,95.0078,95.0
946.0,91.664718785,95.0079,95.0
947.0,91.664718785,95.0078,95.0
948.0,91.661766735,95.0079,95.0
949.0,91.658978529,95.0078,95.0
950.0,91.65589644,95.008,95.0
951.0,91.65589644,95.0079,95.0
952.0,91.653226232,95.0079,95.0
953.0,91.650287111,95.0081,95.0
954.0,91.648049668,95.0082,95.0
955.0,91.645742357,95.0082,95.0
956.0,91.643428709,95.0083,94.0
957.0,94.281828234,94.747,94.0
958.0,95.178274282,94.6144,94.0
959.0,96.405732171,94.4699,94.0
960.0,97.127588625,94.3736,94.0
961.0,97.794819781,94.2906,94.0
962.0,97.794819781,94.2756,94.0
963.0,98.227215429,94.2287,94.0
964.0,98.629432503,94.1795,94.0
965.0,98.914722196,94.1415,94.0
966.0,99.146369507,94.1105,94.0
967.0,99.31799296,94.0865,94.0
968.0,99.450360196,94.0675,94.0
969.0,99.548436264,94.0526,94.0
970.0,99.621006794,94.0409,94.0
971.0,99.673008663,94.0318,95.4073
972.0,95.994097883,94.3906,95.4073
973.0,94.748340535,94.5697,95.4073
974.0,93.024270413,94.7671,95.4073
975.0,92.001169344,94.8985,95.4073
976.0,91.048207084,95.0132,95.4073
977.0,90.367250784,95.0989,95.4073
978.0,89.804030945,95.1681,95.4073
979.0,89.804030945,95.1786,95.4073
980.0,89.403198449,95.2193,95.4073
981.0,89.403198449,95.2256,95.4073
982.0,89.061320771,95.2598,95.4073
983.0,88.785582283,95.2922,95.4073
984.0,88.785582283,95.2972,95.4073
985.0,88.582029023,95.3177,95.4073
986.0,88.403823656,95.3384,95.4073
987.0,88.269662919,95.3547,95.4073
988.0,88.160917826,95.3678,95.4073
989.0,88.076455248,95.3779,95.4073
990.0,88.008883265,95.3861,95.4073
991.0,88.008883265,95.3873,95.4073
992.0,87.95931784,95.3922,95.4073
993.0,87.915429988,95.3972,95.4073
994.0,87.882405243,95.4011,95.4073
995.0,87.855440149,95.4042,95.4073
996.0,87.834091735,95.4068,95.4073
997.0,87.81731355,95.4085,95.4073
998.0,87.803164106,95.4097,95.4073
999.0,87.803164106,95.4094,95.4073
